year,rank,market,gross,tickets,avg_price,avg_price_change,shows,dma_rank,revenue_per_show,tickets_per_show,tm_events,tm_avg_price,tm_unique_artists,gross_lag1,tickets_lag1,avg_price_lag1,shows_lag1,gross_growth,ticket_growth,dma_static_strength,annual_sales_avg,avg_ticket_price_dma,annual_sales_current,strength_vs_avg,price_premium_vs_dma,sales_momentum
2022,45,Tulsa,7011284,134097,52.29,0.0,35,61,200322.4,3831.342857142857,,,,,,,,,,150.5,48.0,67.54499999999999,47.0,0.9484257133486389,0.7741505662891407,0.9791666666666666
2023,62,Tulsa,17824702,268756,66.32,0.27,92,58,193746.7608695652,2921.260869565217,,,,7011284.0,134097.0,52.29,35.0,1.542287832014792,1.004190996070009,150.5,48.0,67.54499999999999,47.0,0.9484257133486389,0.9818639425568141,0.9791666666666666
2024,51,Tulsa,31602558,495715,63.75,-0.04,129,62,244981.06976744183,3842.751937984496,,,,17824702.0,268756.0,66.32,92.0,0.7729641707334014,0.8444797511497417,150.5,48.0,67.54499999999999,47.0,0.9484257133486389,0.9438152342882524,0.9791666666666666
2025,54,Tulsa,34378278,391444,87.82,0.378,85,61,404450.3294117647,4605.2235294117645,,,,31602558.0,495715.0,63.75,129.0,0.087832130550951,-0.2103446536820552,150.5,48.0,67.54499999999999,47.0,0.9484257133486389,1.3001702568657934,0.9791666666666666
2022,14,Washington,39606979,448931,88.23,0.0,272,9,145613.89338235295,1650.4816176470588,,,,,,,,,,,,,,,,
2023,10,Washington,194070404,2642273,73.45,-0.17,1789,7,108479.8233650084,1476.9552822806038,,,,39606979.0,448931.0,88.23,272.0,3.8999042315244496,4.885699584123173,,,,,,,
2025,7,"Washington, D.C. (Hagerstown)",286436286,3626771,78.98,-0.089,2342,8,122304.13578138343,1548.5785653287787,,,,,,,,,,203.0,94.0,78.98,94.0,1.2792718924237456,1.0,1.0
2024,7,"Washington, DC",288561249,3328484,86.69,0.18,1886,9,153001.72269353128,1764.8377518557795,,,,,,,,,,,,,,,,
2022,46,West Palm Beach-Fort Pierce,7008460,121732,57.57,0.0,26,39,269556.1538461539,4682.0,,,,,,,,,,172.25,52.25,66.5975,51.0,1.0854905589654689,0.8644468636210069,0.9760765550239234
2023,50,West Palm Beach-Fort Pierce,22335245,346362,64.49,0.12,187,38,119439.8128342246,1852.2032085561495,,,,7008460.0,121732.0,57.57,26.0,2.1868976922176917,1.845283080866165,172.25,52.25,66.5975,51.0,1.0854905589654689,0.9683546679680168,0.9760765550239234
2024,49,West Palm Beach-Fort Pierce,32875829,467915,70.26,0.09,166,39,198047.1626506024,2818.765060240964,,,,22335245.0,346362.0,64.49,187.0,0.4719260522998516,0.3509420779415755,172.25,52.25,66.5975,51.0,1.0854905589654689,1.0549945568527348,0.9760765550239234
2025,50,West Palm Beach-Fort Pierce,40217758,542955,74.07,0.054,247,39,162824.93117408906,2198.198380566801,,,,32875829.0,467915.0,70.26,166.0,0.2233230073072833,0.1603710075547908,172.25,52.25,66.5975,51.0,1.0854905589654689,1.1122039115582416,0.9760765550239234
2022,71,Wichita-Hutchinson,3596819,87782,40.97,0.0,51,70,70525.86274509804,1721.2156862745098,,,,,,,,,,,,,,,,
2023,78,Wichita-Hutchinson,11382122,216012,52.69,0.29,91,66,125078.26373626372,2373.7582417582416,,,,3596819.0,87782.0,40.97,51.0,2.1644967400361264,1.460777836002825,,,,,,,
2024,96,Wichita-Hutchinson,8009338,141098,56.76,0.08,79,70,101384.02531645568,1786.0506329113923,,,,11382122.0,216012.0,52.69,91.0,-0.2963229527850782,-0.346804807140344,,,,,,,
2025,82,Wichita-Hutchinson Plus,11219008,187531,59.82,0.054,77,71,145701.4025974026,2435.4675324675327,,,,,,,,,,140.0,19.0,59.82,19.0,0.8822564775336176,1.0,1.0
2025,77,Wilkes Barre-Scranton-Hazleton,12242582,207589,58.98,0.043,112,59,109308.76785714286,1853.4732142857144,,,,,,,,,,152.0,24.0,58.98,24.0,0.9578784613222134,1.0,1.0
2023,90,Wilkes-Barre - Scranton,7609136,142195,53.51,0.07,85,56,89519.24705882353,1672.8823529411766,,,,,,,,,,,,,,,,
2024,84,Wilkes-Barre - Scranton,11402681,201720,56.53,0.06,106,57,107572.46226415096,1903.018867924528,,,,7609136.0,142195.0,53.51,85.0,0.498551346696918,0.418615281831288,,,,,,,
