event_id,date,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_blogs,num_news,num_reviews,discovery,familiarity,hotttnesss,num_years_active
9519081,2016-05-21T20:00:00-0700,Disclosure,Bill Graham Civic Auditorium,73.29,245.95,163,860,San Francisco,CA,Ticketmaster,$45.00 ,0,771160,69,15805,2825,37,0.53264351,0.668865,0.839905,6
9503012,2016-06-01T19:00:00-0600,Disco Biscuits,Ogden Theatre,115.78,166,3,12,Denver,CO,Artist website,NoPriceClass,0,248957,80,,,,,,,
9503013,2016-06-02T19:00:00-0600,Disco Biscuits,Ogden Theatre,115.78,166,3,12,Denver,CO,Artist website,NoPriceClass,0,248957,81,,,,,,,
9503014,2016-06-03T19:00:00-0600,Disco Biscuits,Ogden Theatre,121.68,166,3,12,Denver,CO,Artist website,NoPriceClass,0,248957,82,,,,,,,
9533083,2016-04-15T19:30:00-0500,Disney In Concert,Jones Hall,39.47,29,1,2,Houston,TX,NoResults,NoResults,NoResults,NoResults,33,,,,,,,
9372085,2016-03-23T20:00:00-0500,Disturbed,House of Blues Dallas,120.87,7000,36,113,Dallas,TX,Live Nation,NoPriceClass,0,455175,10,,,,,,,
9372086,2016-03-24T19:00:00-0500,Disturbed,House of Blues Houston,78.65,255,40,133,Houston,TX,Live Nation,NoPriceClass,0,455175,11,,,,,,,
9372090,2016-04-04T19:00:00-0400,Disturbed,Irving Plaza,167.15,701,34,113,New York,NY,Live Nation,NoPriceClass,0,455175,22,,,,,,,
9372089,2016-04-02T20:00:00-0400,Disturbed,Theatre of Living Arts,191.24,600,32,80,Philadelphia,PA,Live Nation,NoPriceClass,0,455175,20,,,,,,,
9372111,2016-03-14T20:00:00-0700,Disturbed,Roseland Theater,77.82,5555.55,14,63,Portland,OR,AXS,NoPriceClass,1,455175,1,,,,,,,
9372082,2016-03-16T20:00:00-0700,Disturbed,Fillmore San Francisco,136.9,175,18,38,San Francisco,CA,Live Nation,NoPriceClass,0,455175,3,,,,,,,
9530908,2016-08-12T18:30:00-0500,Disturbed with Breaking Benjamin and more,Gexa Energy Pavilion,37.9,605.39,194,803,Dallas,TX,NoResults,NoResults,NoResults,NoResults,152,,,,,,,
9506373,2016-05-06T19:30:00-0400,Disturbed with Rob Zombie,Lakewood Amphitheatre,49.11,415,149,734,Atlanta,GA,Live Nation,NoPriceClass,0,455175,54,,,,,,,
9507380,2016-05-07T19:00:00-0500,Disturbed with Rob Zombie and Pop Evil,Ascend Amphitheater,56.78,399.98,45,213,Nashville,TN,Live Nation,NoPriceClass,0,455175,55,,,,,,,
9452460,2016-08-07T19:00:00-0500,Dixie Chicks,Austin360 Amphitheater,222.55,980,70,223,Austin,TX,Ticketmaster,$47.50 ,0,61008,147,982,502,49,0.392185627,0.710058,0.670223,27
9452458,2016-08-05T19:00:00-0500,Dixie Chicks,Gexa Energy Pavilion,203.1,1049,112,517,Dallas,TX,Live Nation,NoPriceClass,0,61008,145,,,,,,,
9452465,2016-08-17T19:00:00-0500,Dixie Chicks,Bridgestone Arena,139.38,1715,58,199,Nashville,TN,Ticketmaster,$69.00 ,0,61008,157,982,502,49,0.392185627,0.710058,0.670223,27
9452439,2016-06-13T19:00:00-0400,Dixie Chicks,Madison Square Garden,108.7,1470,354,1251,New York,NY,Ticketmaster,$79.00 ,0,61008,92,982,502,49,0.392185627,0.710058,0.670223,27
9532350,2016-04-09T20:00:00-0500,DJ Biz Markie's 80's vs 90's Party,House of Blues Dallas,30.82,48,7,42,Dallas,TX,NoResults,NoResults,NoResults,NoResults,27,,,,,,,
9532347,2016-04-07T19:00:00-0500,DJ Biz Markie's 80's vs 90's Party,House of Blues Houston,32,195,12,72,Houston,TX,NoResults,NoResults,NoResults,NoResults,25,,,,,,,
9527465,2016-03-26T21:00:00-0700,DJ Quik with Special Guests The Fixxers featuring AMG,The Novo by Microsoft,59.71,300,14,59,Los Angeles,CA,NoResults,NoResults,NoResults,NoResults,13,,,,,,,
9533072,2016-04-08T21:00:00-0500,DJ Snake,Aragon Ballroom,63.85,215.95,50,220,Chicago,IL,Ticketmaster,$33.00 ,0,297319,26,2370,210,0,0.578710097,0.612088,0.825988,7
9533172,2016-04-22T21:00:00-0400,DJ Snake,Fillmore Philadelphia,75.66,160.95,23,114,Philadelphia,PA,NoResults,NoResults,NoResults,NoResults,40,,,,,,,
9533102,2016-04-30T20:00:00-0700,DJ Snake,Bill Graham Civic Auditorium,90.93,200,73,335,San Francisco,CA,Ticketmaster,$39.50 ,0,297319,48,2370,210,0,0.578710097,0.612088,0.825988,7
9531869,2016-04-15T21:00:00-0500,DJ Snake with Mercer and Tchami,The South Side Ballroom,55.6,215.95,37,190,Dallas,TX,Live Nation,NoPriceClass,0,297319,33,,,,,,,
9533935,2016-03-26T20:00:00-0700,"DJ Snake, Dillon Francis and The Chainsmokers",Shrine Expo Hall,150,228,36,116,Los Angeles,CA,AXS,$54.50 ,0,297319,13,2370,210,0,0.578710097,0.612088,0.825988,7
9523092,2016-03-27T21:00:00-0400,DMX,B.B. King Blues Club & Grill,62.03,130,14,68,New York,NY,Ticketmaster,$29.50 ,0,214342,14,3960,1002,48,0.329928791,0.754848,0.622132,28
9533070,2016-03-13T20:00:00-0700,DNCE,Holocene,114.6,95,1,4,Portland,OR,NoResults,NoResults,NoResults,NoResults,0,,,,,,,
9529586,2016-03-20T11:00:00-0400,DogEatDog Records Miami Pool Party with DJ Icey,Congress Hotel South Beach,96.84,79.95,1,2,Miami Beach,FL,NoResults,NoResults,NoResults,NoResults,7,,,,,,,
9528084,2016-03-24T19:30:00-0500,Dont Tell Mama,Dallas Arboretum and Botanical Garden,29.97,23.28,1,12,Dallas,TX,NoResults,NoResults,NoResults,NoResults,11,,,,,,,
9507992,2016-03-31T21:00:00-0600,Dopapod,Bluebird Theater,70.92,59.28,5,19,Denver,CO,Songkick Tickets,$27.75 ,0,2254512,18,162,329,4,0.488335082,0.418461,0.523198,9
9507993,2016-04-01T21:00:00-0600,Dopapod,Bluebird Theater,70.92,59.28,5,19,Denver,CO,Songkick Tickets,$27.75 ,0,2254512,19,162,329,4,0.488335082,0.418461,0.523198,9
9507994,2016-04-02T21:00:00-0600,Dopapod,Bluebird Theater,70.92,83,6,26,Denver,CO,Songkick Tickets,$27.75 ,0,2254512,20,162,329,4,0.488335082,0.418461,0.523198,9
9513581,2016-04-22T20:00:00-0400,Dopapod,Theatre of Living Arts,35.03,195,9,49,Philadelphia,PA,Live Nation,NoPriceClass,0,2254512,40,,,,,,,
9528083,2016-03-17T19:30:00-0500,Downtown Fever - Favorite Variety Party Band,Dallas Arboretum and Botanical Garden,24.48,18.63,1,12,Dallas,TX,NoResults,NoResults,NoResults,NoResults,4,,,,,,,
9422754,2016-03-18T19:00:00-0400,Dr Dog,Terminal 5,96.88,99,9,41,New York,NY,Ticketmaster,$30.00 ,0,42687,5,3581,672,100,0.425216698,0.638884,0.635266,17
9493900,2016-04-01T20:30:00-0400,Dr. Dog,Buckhead Theatre,32,109,18,83,Atlanta,GA,Ticketmaster,$25.00 ,0,42687,19,3581,672,100,0.425216698,0.638884,0.635266,17
9509091,2016-04-06T19:00:00-0500,Dr. Dog,House of Blues Houston,48.06,195,16,84,Houston,TX,Live Nation,NoPriceClass,0,42687,24,,,,,,,
9491589,2016-04-02T20:00:00-0500,Dr. Dog,Ryman Auditorium,35.54,236,81,226,Nashville,TN,Ticketmaster,$32.50 ,0,42687,20,3581,672,100,0.425216698,0.638884,0.635266,17
9509089,2016-03-19T19:00:00-0400,Dr. Dog,Terminal 5,49.7,83,10,32,New York,NY,Ticketmaster,$30.00 ,0,42687,6,3581,672,100,0.425216698,0.638884,0.635266,17
9509088,2016-03-17T20:00:00-0400,Dr. Dog,Fillmore Philadelphia,61.49,77,8,31,Philadelphia,PA,Live Nation,NoPriceClass,0,42687,4,,,,,,,
9509092,2016-04-16T20:00:00-0400,Dr. Dog,Fillmore Philadelphia,53.48,81.4,16,74,Philadelphia,PA,Live Nation,NoPriceClass,0,42687,34,,,,,,,
9491435,2016-04-08T19:00:00-0500,Dr. Dog and Shakey Graves,Stubbs BarBQ,46.47,89,19,99,Austin,TX,NoResults,NoResults,NoResults,NoResults,26,,,,,,,
9491436,2016-04-09T19:00:00-0500,Dr. Dog and Shakey Graves,Stubbs BarBQ,55.99,99,12,66,Austin,TX,NoResults,NoResults,NoResults,NoResults,27,,,,,,,
9507188,2016-07-09T20:00:00-0600,Dragged Into Sunlight,Bluebird Theater,54.94,74,5,21,Denver,CO,Songkick Tickets,$20.75 ,0,1283225,118,155,43,10,0.428077336,0.443226,0.474566,10
9484780,2016-04-19T19:00:00-0400,Dream Theater,Orpheum Theatre - MA,63.86,575,58,147,Boston,MA,Ticketmaster,$33.50 ,0,8765,37,5628,1208,59,0.313562417,0.802322,0.668145,31
9485313,2016-04-30T20:00:00-0500,Dream Theater,Chicago Theatre,71.42,450,54,169,Chicago,IL,Ticketmaster,$29.75 ,0,8765,48,5628,1208,59,0.313562417,0.802322,0.668145,31
9485367,2016-05-03T19:30:00-0600,Dream Theater,Paramount Theatre Denver,76.05,175,11,38,Denver,CO,Altitude tickets,$35.00 ,0,8765,51,5628,1208,59,0.313562417,0.802322,0.668145,31
9485316,2016-04-23T20:00:00-0400,Dream Theater,Radio City Music Hall,54.81,360,141,484,New York,NY,Official artist website,$100.00 ,0,8765,41,5628,1208,59,0.313562417,0.802322,0.668145,31
9485369,2016-05-10T19:30:00-0700,Dream Theater,Arlene Schnitzer Hall,99.26,130,13,39,Portland,OR,Evenue,$27.50 ,0,8765,58,5628,1208,59,0.313562417,0.802322,0.668145,31
9485371,2016-05-11T19:30:00-0700,Dream Theater,Paramount Theatre Seattle,66.61,221.8,31,89,Seattle,WA,Venue,$42.00 ,0,8765,59,5628,1208,59,0.313562417,0.802322,0.668145,31
9484737,2016-05-07T19:00:00-0700,Dream Theater presents The Astonishing Live,Wiltern Theatre,83.92,450,35,97,Los Angeles,CA,NoResults,NoResults,NoResults,NoResults,55,,,,,,,
9502523,2016-05-06T19:00:00-0700,Dream Theater presents The Astonishing Live,Wiltern Theatre,86.28,233.33,30,104,Los Angeles,CA,NoResults,NoResults,NoResults,NoResults,54,,,,,,,
9502594,2016-05-08T19:30:00-0700,Dream Theater Presents The Astonishing Live,Fox Theater Oakland,132.3,179,34,98,Oakland,CA,NoResults,NoResults,NoResults,NoResults,56,,,,,,,
9508081,2016-04-09T20:00:00-0700,Dreamers with The Arkells,Social Hall SF,61.67,53,3,16,San Francisco,CA,NoResults,NoResults,NoResults,NoResults,27,,,,,,,
9383640,2016-04-15T20:00:00-0500,Drew Holcomb and the Neighbors,Thalia Hall Chicago,43.8,59,3,10,Chicago,IL,Songkick Tickets,$21.72 ,0,3469621,33,74,24,8,0.516191451,0.435225,0.565949,9
9415426,2016-04-07T21:00:00-0400,Drew Holcomb and the Neighbors,Bowery Ballroom,44.94,52.44,7,28,New York,NY,Ticketmaster,$17.00 ,0,3469621,25,74,24,8,0.516191451,0.435225,0.565949,9
9483859,2016-04-15T21:00:00-0500,Drive By Truckers,Warehouse Live,61.49,94,8,39,Houston,TX,Ticketfly,NoPriceClass,0,226352,33,,,,,,,
9542125,2016-08-12T19:30:00-0400,Drive Like jehu,Irving Plaza,78.85,199.99,8,30,New York,NY,Live Nation,NoPriceClass,0,401310,152,,,,,,,
9542222,2016-08-27T21:00:00-0700,Drive Like Jehu,The Showbox,120.49,99.99,1,4,Seattle,WA,AXS,$22.00 ,0,401310,167,618,81,10,0.374533761,0.605003,0.52834,26
9461849,2016-03-19T16:30:00-0400,Dropkick Murphys,Agganis Arena,18.1,300,368,1009,Boston,MA,Ticketmaster,$30.00 ,0,211206,6,1625,563,79,0.391057986,0.689619,0.641496,20
9475725,2016-03-18T18:00:00-0400,Dropkick Murphys,House of Blues Boston,119.2,165.24,22,65,Boston,MA,Live Nation,NoPriceClass,0,211206,5,1625,563,79,0.391057986,0.689619,0.641496,20
9475726,2016-03-17T18:00:00-0400,Dropkick Murphys,House of Blues Boston,76.84,250,68,255,Boston,MA,Live Nation,NoPriceClass,0,211206,4,1625,563,79,0.391057986,0.689619,0.641496,20
9475727,2016-03-16T18:00:00-0400,Dropkick Murphys,House of Blues Boston,100.58,140,12,75,Boston,MA,Live Nation,NoPriceClass,0,211206,3,1625,563,79,0.391057986,0.689619,0.641496,20
9463091,2016-03-13T20:00:00-0400,Dropkick Murphys,The Electric Factory,150,199,5,19,Philadelphia,PA,NoResults,NoResults,NoResults,NoResults,0,,,,,,,
9461218,2016-03-19T19:00:00-0400,Dropkick Murphys - Official After Party,House of Blues Boston,31.99,350,40,168,Boston,MA,NoResults,NoResults,NoResults,NoResults,6,,,,,,,
9531105,2016-04-02T20:00:00-0500,Dru Hill,Arena Theatre,143.9,163.33,2,10,Houston,TX,NoVendorClass,NoPriceClass,NoSoldOutClass,226134,20,,,,,,,
9520252,2016-03-24T21:00:00-0700,Duke Dumont,Q Nightclub,71.65,79.99,7,23,Seattle,WA,NoResults,NoResults,NoResults,NoResults,11,,,,,,,
9474113,2016-04-15T19:00:00-0400,Duran Duran,Philips Arena,83.92,1073.1,115,399,Atlanta,GA,Ticketmaster,$29.95 ,0,427500,33,4576,914,102,0.34277813,0.78713,0.700625,38
9474277,2016-04-22T19:00:00-0500,Duran Duran,Austin360 Amphitheater,34.75,479,121,478,Austin,TX,Ticketmaster,$29.95 ,0,427500,40,4576,914,102,0.34277813,0.78713,0.700625,38
9474276,2016-04-19T19:00:00-0500,Duran Duran,American Airlines Center,106.91,6053.92,223,900,Dallas,TX,Ticketmaster,$29.95 ,0,427500,37,4576,914,102,0.34277813,0.78713,0.700625,38
9474289,2016-07-06T19:00:00-0500,Duran Duran,Ascend Amphitheater,84.25,419.99,122,425,Nashville,TN,Live Nation,NoPriceClass,0,427500,115,,,,,,,
9484743,2016-04-01T20:00:00-0400,Duran Duran with CHIC featuring Nile Rogers,Bayfront Park Miami,315.2,265,1,4,Miami,FL,NoResults,NoResults,NoResults,NoResults,19,,,,,,,
9521703,2016-04-01T20:00:00-0400,Duran Duran with CHIC featuring Nile Rogers,Bayfront Park Miami,61.13,614.25,118,414,Miami,FL,NoResults,NoResults,NoResults,NoResults,19,,,,,,,
9469931,2016-05-06T19:00:00-0400,Dweezil Zappa,Gramercy Theatre,54.42,100,4,21,New York,NY,Live Nation,NoPriceClass,0,148807,54,,,,,,,
9527464,2016-03-19T20:00:00-0700,Dynamic Duo,The Novo by Microsoft,120.5,100,1,1,Los Angeles,CA,AXS,$70.00 ,0,108797,6,150,56,0,0.522484034,0.440012,0.576652,13
9538786,2016-04-23T19:30:00-0700,E-40,Oracle Arena,116.96,270,9,34,Oakland,CA,Ticketmaster,$44.00 ,0,416142,41,3819,3074,40,0.389987521,0.713596,0.671357,30
9450531,2016-04-01T19:30:00-0500,Earth Wind and Fire,United Center,50.5,735,108,400,Chicago,IL,Ticketmaster,$25.00 ,0,357928,19,2629,402,75,0.339869505,0.759008,0.647232,47
9450525,2016-04-18T19:30:00-0400,Earth Wind and Fire,Madison Square Garden,41.44,1988,140,659,New York,NY,Ticketmaster,$39.50 ,0,357928,36,2629,402,75,0.339869505,0.759008,0.647232,47
9522385,2016-04-07T20:30:00-0700,EDEN,The Echo,96.89,79.99,1,3,Los Angeles,CA,Ticketfly,$15.00 ,0,8709723,25,error_5,error_5,error_5,error_5,error_5,error_5,error_5
9531527,2016-04-01T21:00:00-0400,Eden,The Studio at Webster Hall,47.97,199.99,11,45,New York,NY,Ticketweb,$20.58 ,0,8709723,19,error_5,error_5,error_5,error_5,error_5,error_5,error_5
9527228,2016-04-08T21:00:00-0700,Eden,Rickshaw Stop,79.07,98,7,31,San Francisco,CA,Snagtickets,$13.00 ,0,8709723,26,error_5,error_5,error_5,error_5,error_5,error_5,error_5
9536608,2016-04-02T20:00:00-0400,Edward Sharpe and the Magnetic Zeros,World Cafe Live Philadelphia,69.74,9999,42,143,Philadelphia,PA,Ticketfly,NoPriceClass,1,2432936,20,,,,,,,
9535886,2016-04-11T20:00:00-0700,Edward Sharpe and the Magnetic Zeros,The Independent,92.18,2000,23,82,San Francisco,CA,NoVendorClass,NoPriceClass,NoSoldOutClass,2432936,29,,,,,,,
9512700,2016-09-02T15:00:00-0400,Electric Zoo 3 Day Pass,Randalls Island,391.92,423,7,34,New York,NY,NoResults,NoResults,NoResults,NoResults,173,,,,,,,
9478609,2016-04-13T20:00:00-0400,Elle King,Variety Playhouse,63.78,200,14,68,Atlanta,GA,Ticketmaster,$20.00 ,0,833467,31,371,66,1,0.6311164,0.52829,0.790063,17
9478608,2016-04-12T19:00:00-0500,Elle King,Cannery Ballroom,41.44,1111,34,149,Nashville,TN,Songkick Tickets,$26.75 ,0,833467,30,371,66,1,0.6311164,0.52829,0.790063,17
9432544,2016-06-15T19:30:00-0400,Ellie Goulding,TD Garden,64.45,336,209,854,Boston,MA,Ticketmaster,$25.00 ,0,2332047,94,10070,2357,23,0.482699668,0.750632,0.901275,8
9432753,2016-05-21T19:00:00-0500,Ellie Goulding,Toyota Center,82.35,1052,63,354,Houston,TX,Ticketing Central,$29.50 ,0,2332047,69,10071,2357,23,0.482699668,0.750632,0.901275,8
9432750,2016-04-08T19:30:00-0700,Ellie Goulding,STAPLES Center,60.09,2446.58,239,863,Los Angeles,CA,AXS,$29.50 ,0,2332047,26,10070,2357,23,0.482699668,0.750632,0.901275,8
9432550,2016-06-03T19:00:00-0400,Ellie Goulding,American Airlines Arena,50.09,501,156,848,Miami,FL,Ticketmaster,$31.75 ,0,2332047,82,10071,2357,23,0.482699668,0.750632,0.901275,8
9432541,2016-06-21T20:00:00-0400,Ellie Goulding,Madison Square Garden,66.54,1000,261,1197,New York,NY,Ticketmaster,$35.00 ,0,2332047,100,10070,2357,23,0.482699668,0.750632,0.901275,8
9432568,2016-04-03T19:00:00-0700,Ellie Goulding,Moda Center at the Rose Quarter,65.55,302.4,50,214,Portland,OR,Ticketmaster,$35.00 ,0,2332047,21,10071,2357,23,0.482699668,0.750632,0.901275,8
9432567,2016-04-02T19:30:00-0700,Ellie Goulding,Key Arena,61.49,307.8,98,469,Seattle,WA,Ticketmaster,$31.00 ,0,2332047,20,10070,2357,23,0.482699668,0.750632,0.901275,8
9531967,2016-05-10T20:00:00-0700,Elliphant,The Independent,73.29,105.95,8,28,San Francisco,CA,Ticketfly,$15.00 ,0,5327228,58,1062,52,1,0.490543266,0.547683,0.632205,4
9476689,2016-04-11T19:00:00-0600,Elvis Costello,Paramount Theatre Denver,98.47,275,25,110,Denver,CO,NoVendorClass,NoPriceClass,NoSoldOutClass,201754,29,,,,,,,
9468103,2016-04-02T20:00:00-0700,Elvis Costello,The Theatre at Ace,122.5,400,43,146,Los Angeles,CA,AXS,$59.50 ,0,201754,20,6997,1778,313,0.343660374,0.776448,0.683199,46
9468105,2016-04-03T20:00:00-0700,Elvis Costello,The Theatre at Ace,85.1,352.2,38,114,Los Angeles,CA,AXS,$59.50 ,0,201754,21,6997,1778,313,0.343660374,0.776448,0.683199,46
9468100,2016-03-30T20:00:00-0700,Elvis Costello,Nob Hill Masonic Auditorium,119.32,401.25,44,135,San Francisco,CA,Live Nation,NoPriceClass,0,201754,17,,,,,,,
9527174,2016-05-27T18:00:00-0400,Emblem3,House of Blues Boston,39.08,456.99,63,267,Boston,MA,Live Nation,NoPriceClass,0,6439724,75,,,,,,,
9529372,2016-05-19T18:30:00-0500,Emblem3,House of Blues Chicago,44.92,9999,22,126,Chicago,IL,Live Nation,NoPriceClass,0,6439724,67,,,,,,,
9529378,2016-06-07T20:00:00-0500,Emblem3,House of Blues Dallas,39,122,23,130,Dallas,TX,Live Nation,NoPriceClass,0,6439724,86,,,,,,,
9529379,2016-06-09T19:00:00-0600,Emblem3,Summit Music Hall,49.69,122,14,65,Denver,CO,NoVendorClass,NoPriceClass,NoSoldOutClass,6439724,88,,,,,,,
9527481,2016-06-18T21:00:00-0700,Emblem3,Fonda Theatre,41,122,19,91,Los Angeles,CA,AXS,$30.00 ,0,6439724,97,181,44,0,0.47337197,0.498185,0.567092,9
9527852,2016-05-28T19:00:00-0400,Emblem3,Irving Plaza,39.08,1111,31,148,New York,NY,Live Nation,NoPriceClass,0,6439724,76,,,,,,,
9539667,2016-06-24T20:00:00-0400,Emblem3,Trocadero,89.82,105,4,19,Philadelphia,PA,Ticketfly,$25.00 ,0,6439724,103,181,44,0,0.47337197,0.498185,0.567092,9
9539668,2016-06-28T20:00:00-0400,Emblem3,State Theatre Portland Maine,78.41,62,1,9,Portland,ME,Ticketmaster,$25.00 ,0,6439724,107,181,44,0,0.47337197,0.498185,0.567092,9
9529745,2016-06-11T20:00:00-0700,Emblem3,The Neptune,92.55,122,8,40,Seattle,WA,NoVendorClass,NoPriceClass,NoSoldOutClass,6439724,90,,,,,,,
9529380,2016-06-14T20:00:00-0700,Emblem3,Fillmore San Francisco,49,122,16,83,San Francisco,CA,Live Nation,NoPriceClass,0,6439724,93,,,,,,,
9528086,2016-04-07T19:30:00-0500,Emerald City,Dallas Arboretum and Botanical Garden,84.92,69.85,1,6,Dallas,TX,NoResults,NoResults,NoResults,NoResults,25,,,,,,,
9528105,2016-10-06T19:00:00-0500,Emerald City,Dallas Arboretum and Botanical Garden,57.45,46.57,1,6,Dallas,TX,NoResults,NoResults,NoResults,NoResults,207,,,,,,,
9503532,2016-03-13T19:00:00-0500,Emily Kinney,House of Blues Houston,48.52,46.74,2,12,Houston,TX,NoResults,NoResults,NoResults,NoResults,0,,,,,,,
9514380,2016-06-03T19:00:00-0500,Enrique Bunbury,House of Blues Chicago,87.46,125,10,57,Chicago,IL,Live Nation,NoPriceClass,0,76789,82,,,,,,,
9514381,2016-06-04T19:00:00-0500,Enrique Bunbury,House of Blues Chicago,87.46,119.9,8,42,Chicago,IL,Live Nation,NoPriceClass,0,76789,83,,,,,,,
9514365,2016-06-01T20:00:00-0500,Enrique Bunbury,House of Blues Dallas,67.99,167,14,58,Dallas,TX,Live Nation,NoPriceClass,0,76789,80,,,,,,,
9514352,2016-05-31T19:00:00-0500,Enrique Bunbury,House of Blues Houston,69.85,299,18,89,Houston,TX,Live Nation,NoPriceClass,0,76789,79,,,,,,,
9514389,2016-06-06T19:00:00-0400,Enrique Bunbury,Irving Plaza,99.26,108.3,9,42,New York,NY,Live Nation,NoPriceClass,0,76789,85,,,,,,,
9514391,2016-06-07T19:00:00-0400,Enrique Bunbury,Irving Plaza,99.26,108.3,8,46,New York,NY,Live Nation,NoPriceClass,0,76789,86,,,,,,,
9537481,2016-05-01T18:30:00-0400,Enter Shikari,Masquerade Atlanta,60.32,49.02,2,14,Atlanta,GA,Ticketmaster,$21.00 ,0,188715,49,1065,318,18,0.387488096,0.623617,0.56388,23
9537930,2016-05-15T17:30:00-0500,Enter Shikari,Bottom Lounge,57.96,75,5,23,Chicago,IL,NoVendorClass,NoPriceClass,NoSoldOutClass,16773,63,,,,,,,
9537492,2016-04-27T19:30:00-0500,Enter Shikari,Gas Monkey Bar N Grill,41.44,33,1,4,Dallas,TX,Ticketfly,$16.00 ,0,16773,45,1227,658,50,0.37561429,0.665762,0.588897,17
9537480,2016-04-28T18:30:00-0500,Enter Shikari,Scout Bar Houston,61.67,53,3,20,Houston,TX,Ticketfly,$16.00 ,0,16773,46,1227,658,50,0.37561429,0.665762,0.588897,17
9537477,2016-04-18T20:00:00-0700,Enter Shikari,Teragram Ballroom,37.14,51.3,6,33,Los Angeles,CA,Ticketmaster,$18.00 ,0,16773,36,1227,658,50,0.37561429,0.665762,0.588897,17
9537486,2016-05-10T19:30:00-0500,Enter Shikari,Rocketown,63.01,51.3,2,14,Nashville,TN,NoVendorClass,NoPriceClass,NoSoldOutClass,16773,58,,,,,,,
9537483,2016-05-05T18:30:00-0400,Enter Shikari,Gramercy Theatre,67.05,56,4,19,New York,NY,Live Nation,NoPriceClass,0,16773,53,,,,,,,
9536019,2016-05-03T19:30:00-0400,Enter Shikari,Theatre of Living Arts,48.5,195,10,59,Philadelphia,PA,Live Nation,NoPriceClass,0,16773,51,,,,,,,
9537475,2016-04-15T19:30:00-0700,Enter Shikari,El Corazon,80.36,66,2,12,Seattle,WA,Ticketfly,$18.00 ,0,16773,33,1227,658,50,0.37561429,0.665762,0.588897,17
9537682,2016-03-12T20:00:00-0400,Enter Slugz City Ft. Snails with Must Die,Theatre of Living Arts,23.15,17.5,1,2,Philadelphia,PA,NoResults,NoResults,NoResults,NoResults,-1,,,,,,,
9491373,2016-03-17T21:00:00-0400,Enter The Haggis,Port City Music Hall,55.36,77.52,3,15,Portland,ME,Ticketmaster,$20.00 ,0,546803,4,56,3,2,0.469514031,0.39553,0.490492,21
9483228,2016-04-15T20:00:00-0500,Eric Church,ACL Live at The Moody Theater,356.5,660,12,26,Austin,TX,Ticketfly,$42.00 ,1,61270,33,1940,1977,100,0.469074359,0.690021,0.770079,11
9511307,2016-04-15T20:30:00-0500,Eric Paslay,Joes on Weed Street,42.62,163,19,87,Chicago,IL,NoResults,NoResults,NoResults,NoResults,33,,,,,,,
9522488,2016-03-17T23:00:00-0400,Eric Prydz and Cirez D,MAPS Backlot,102.8,199,16,38,Miami,FL,NoResults,NoResults,NoResults,NoResults,4,,,,,,,
9530969,2016-03-19T22:00:00-0400,Erick Morillo 24hr Birthday Bash,Club Space Miami,155.9,130,1,4,Miami,FL,NoResults,NoResults,NoResults,NoResults,6,,,,,,,
9482498,2016-10-14T20:00:00-0700,Eros Ramazzotti,Microsoft Theater,138.13,2500,24,118,Los Angeles,CA,AXS,$60.00 ,0,96547,215,544,8,1,0.491958427,0.628374,0.721738,35
9528088,2016-04-21T19:30:00-0500,Escape - The Dallas Journey Band,Dallas Arboretum and Botanical Garden,46.46,37.25,1,12,Dallas,TX,NoResults,NoResults,NoResults,NoResults,39,,,,,,,
9511127,2016-04-22T21:00:00-0400,Esperanza Spalding,Center Stage Theatre,61.5,59,5,29,Atlanta,GA,Ticketmaster,$34.50 ,0,560672,40,1143,656,35,0.410283908,0.598612,0.572751,16
9519493,2016-03-15T21:30:00-0700,Esperanza Spalding,Belasco Theater Los Angeles,82.74,71,2,6,Los Angeles,CA,AXS,$35.00 ,0,560672,2,1143,656,35,0.410283908,0.598612,0.572751,16
9520118,2016-03-13T20:00:00-0700,Esperanza Spalding,Mezzanine,38.43,86.06,5,13,San Francisco,CA,Ticketmaster,$35.00 ,0,560672,0,1143,656,35,0.410283908,0.598612,0.572751,16
9503075,2016-04-12T19:30:00-0400,Esperanza Spalding presents Emilys D+Evolution,Shubert Theatre - Boston,170.45,234.95,8,32,Boston,MA,NoResults,NoResults,NoResults,NoResults,30,,,,,,,
9505813,2016-04-14T20:00:00-0400,Esperanza Spalding presents: Emily's D+ Evolution,Apollo Theater,83.92,223,13,31,New York,NY,NoResults,NoResults,NoResults,NoResults,32,,,,,,,
9535092,2016-04-08T13:00:00-0500,Euphoria Music Festival Friday Only,Carson Creek Ranch,152.75,125,1,2,Austin,TX,NoResults,NoResults,NoResults,NoResults,26,,,,,,,
9438037,2016-04-07T12:00:00-0500,Euphoria Music Festival Pass,Carson Creek Ranch,205.85,650,7,15,Austin,TX,NoResults,NoResults,NoResults,NoResults,25,,,,,,,
9535094,2016-04-10T13:00:00-0500,Euphoria Music Festival Sunday  Only,Carson Creek Ranch,152.75,125,1,2,Austin,TX,NoResults,NoResults,NoResults,NoResults,28,,,,,,,
9512547,2016-03-25T20:00:00-0500,Explosions In The Sky,Paramount Theatre Austin,176.36,224.99,4,10,Austin,TX,NoVendorClass,NoPriceClass,NoSoldOutClass,561284,12,,,,,,,
